ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Water Consumption (litres),Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,12,256,Single,China,True,600.0,845.0,IEC,ODW702X,ODW702,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,Normal,171.13,"Australia,New Zealand",0.46,107828,Approved,10.2,Freestanding,False,598.0,2022-06-02,,Single product class,Available,,http://www.omegaappliances.com.au,10.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,14,259,Single,China,True,600.0,845.0,IEC,ODW707X,,AS/NZS 2007.1:2005,3.67310697043913,3.5,0.00032,0.47,Normal,168.5,"Australia,New Zealand",0.47,107833,Approved,12.0,Freestanding,False,598.0,2022-06-02,,Single product class,Available,,http://www.omegaappliances.com.au,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,De'Longhi,10,195,Single,China,True,600.0,845.0,IEC,DEDW4510S,,AS/NZS 2007.1:2005,3.52551114297763,3.5,0.000432,0.480291,ECO,180.0,"Australia,New Zealand",0.478834,108164,Approved,11.0,Freestanding,False,450.0,2022-06-23,,Single product class,Available,,http://www.delonghi.com.au/,11.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,MIELE,15,316,Single,Germany,True,,,IEC,PG 8132 SCi,PG 813x,AS/NZS 2007.1:2005,3.30885015170745,3.0,0.00039,0.256,ECO,162.06,"Australia,New Zealand",0.232,108232,Approved,16.07,Built-in,True,,2022-08-15,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,16.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,MIELE,15,316,Single,Germany,True,,,IEC,PG 8133 SCVi,PG 813x,AS/NZS 2007.1:2005,3.30885015170745,3.0,0.00039,0.256,ECO,162.06,"Australia,New Zealand",0.232,108232,Approved,16.07,Built-in,True,,2022-08-15,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,16.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,MIELE,15,316,Single,Germany,True,,,IEC,PG 813x,PG 813x,AS/NZS 2007.1:2005,3.30885015170745,3.0,0.00039,0.256,ECO,162.06,"Australia,New Zealand",0.232,108232,Approved,16.07,Built-in,True,,2022-08-15,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,16.1,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,GV640BWT(786),GV640BWT(786),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108239,Approved,13.4,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,SMS46GI01A,GV640BWT(786),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108239,Approved,13.4,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,SMS46GW01A,GV640BWT(786),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108239,Approved,13.4,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,SMS46GI02A,,AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108240,Approved,13.4,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,GV640BWT(788),GV640BWT(788),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108241,Approved,13.4,Built-in,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,SMI46GS01A,GV640BWT(788),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108241,Approved,13.4,Built-in,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,SMU46GS01A,GV640BWT(788),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108241,Approved,13.4,Built-in,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Turkey,True,,,IEC,SMV46GX01A,GV640BWT(788),AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.131,Eco 45,150.0,"Australia,Fiji,New Zealand",0.131,108241,Approved,13.4,Built-in,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,GV640WT(951),GV640WT(951),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108242,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMI88TS02A,GV640WT(951),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108242,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMU88TS02A,GV640WT(951),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108242,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMV88TX02A,GV640WT(951),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108242,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,GV640WT(952),GV640WT(952),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108246,Approved,11.85,Freestanding,True,,2022-06-20,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMS88TI04A,GV640WT(952),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108246,Approved,11.85,Freestanding,True,,2022-06-20,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMU88TS04A,GV640WT(952),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108246,Approved,11.85,Freestanding,True,,2022-06-20,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,GV640WT(953),GV640WT(953),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108248,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMI66MS01A,GV640WT(953),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108248,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMU66MS01A,GV640WT(953),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108248,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMV66MX01A,GV640WT(953),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108248,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,GV640WT(954),GV640WT(954),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108249,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMP66MX01A,GV640WT(954),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108249,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMS66MI02A,GV640WT(954),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108249,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMS66MW01A,GV640WT(954),AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108249,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,GV640WT,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108250,Approved,11.85,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMS66MI03A,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108250,Approved,11.85,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,235,Single,Germany,True,,,IEC,SMU66MS02A,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108250,Approved,11.85,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,15,235,Single,Germany,True,,,IEC,GV640WT,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108251,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.siemens-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,15,235,Single,Germany,True,,,IEC,SN257I01MA,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108251,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.siemens-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,15,235,Single,Germany,True,,,IEC,SN456S02MA,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108251,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.siemens-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,15,235,Single,Germany,True,,,IEC,SN457S01MA,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108251,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.siemens-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,15,235,Single,Germany,True,,,IEC,SN557S01MA,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108251,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.siemens-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,15,235,Single,Germany,True,,,IEC,SN657X01MA,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108251,Approved,11.85,Freestanding,True,,2022-06-21,,Single product class,Available,,http://www.siemens-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,15,235,Single,Germany,True,,,IEC,GV640WT,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108252,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,15,235,Single,Germany,True,,,IEC,S215M60S0A,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108252,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,15,235,Single,Germany,True,,,IEC,S425T80S0A,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108252,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,15,235,Single,Germany,True,,,IEC,S515M60X0A,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108252,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,15,235,Single,Germany,True,,,IEC,S525T80D0A,GV640WT,AS/NZS 2007.1:2005,4.13917676835262,4.0,0.0,0.109,Eco 45,167.0,"Australia,Fiji,New Zealand",0.091,108252,Approved,11.85,Built-in,True,,2022-06-21,,Single product class,Available,,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Germany,True,,,IEC,GV642BWT,GV642BWT,AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.073,Eco 45,153.0,"Australia,Fiji,New Zealand",0.073,108255,Approved,13.31,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Germany,True,,,IEC,SMS46KI01A,GV642BWT,AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.073,Eco 45,153.0,"Australia,Fiji,New Zealand",0.073,108255,Approved,13.31,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Germany,True,,,IEC,SMS46KI02A,GV642BWT,AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.073,Eco 45,153.0,"Australia,Fiji,New Zealand",0.073,108255,Approved,13.31,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,230,Single,Germany,True,,,IEC,SMU46KS01A,GV642BWT,AS/NZS 2007.1:2005,4.00603967231331,4.0,0.0,0.073,Eco 45,153.0,"Australia,Fiji,New Zealand",0.073,108255,Approved,13.31,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,205,Single,Germany,True,,,IEC,SER8,SER8,AS/NZS 2007.1:2005,4.52208994273364,4.5,0.0,0.191,Eco 45,156.0,"Australia,Fiji,New Zealand",0.149,108256,Approved,12.0,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,15,205,Single,Germany,True,,,IEC,SMS88TI02A,SER8,AS/NZS 2007.1:2005,4.52208994273364,4.5,0.0,0.191,Eco 45,156.0,"Australia,Fiji,New Zealand",0.149,108256,Approved,12.0,Freestanding,True,,2022-06-23,,Single product class,Available,,http://www.bosch-home.com.au/,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
